agency_cd	site_no	datetime	99708_00060_00003	99708_00060_00003_cd
USGS	08279500	1889-01-01	398	A
USGS	08279500	1889-01-02	385	A
USGS	08279500	1889-01-03	395	A
USGS	08279500	1889-01-04	400	A
USGS	08279500	1889-01-05	413	A
USGS	08279500	1889-01-06	408	A
USGS	08279500	1889-01-07	410	A
USGS	08279500	1889-01-08	405	A
USGS	08279500	1889-01-09	379	A
USGS	08279500	1889-01-10	418	A
USGS	08279500	1889-01-11	398	A
USGS	08279500	1889-01-12	432	A
USGS	08279500	1889-01-13	435	A
USGS	08279500	1889-01-14	470	A
USGS	08279500	1889-01-15	470	A
USGS	08279500	1889-01-16	454	A
USGS	08279500	1889-01-17	435	A
USGS	08279500	1889-01-18	408	A
USGS	08279500	1889-01-19	426	A
USGS	08279500	1889-01-20	423	A
USGS	08279500	1889-01-21	447	A
USGS	08279500	1889-01-22	486	A
USGS	08279500	1889-01-23	441	A
USGS	08279500	1889-01-24	462	A
USGS	08279500	1889-01-25	441	A
USGS	08279500	1889-01-26	441	A
USGS	08279500	1889-01-27	450	A
USGS	08279500	1889-01-28	444	A
USGS	08279500	1889-01-29	470	A
USGS	08279500	1889-01-30	470	A
USGS	08279500	1889-01-31	495	A
USGS	08279500	1889-02-01	447	A
USGS	08279500	1889-02-02	420	A
USGS	08279500	1889-02-03	466	A
USGS	08279500	1889-02-04	504	A
USGS	08279500	1889-02-05	454	A
USGS	08279500	1889-02-06	450	A
USGS	08279500	1889-02-07	447	A
USGS	08279500	1889-02-08	438	A
USGS	08279500	1889-02-09	466	A
USGS	08279500	1889-02-10	435	A
USGS	08279500	1889-02-11	447	A
USGS	08279500	1889-02-12	462	A
USGS	08279500	1889-02-13	441	A
USGS	08279500	1889-02-14	478	A
USGS	08279500	1889-02-15	486	A
USGS	08279500	1889-02-16	470	A
USGS	08279500	1889-02-17	478	A
USGS	08279500	1889-02-18	450	A
USGS	08279500	1889-02-19	435	A
USGS	08279500	1889-02-20	474	A
USGS	08279500	1889-02-21	454	A
USGS	08279500	1889-02-22	462	A
USGS	08279500	1889-02-23	504	A
USGS	08279500	1889-02-24	490	A
USGS	08279500	1889-02-25	576	A
USGS	08279500	1889-02-26	556	A
USGS	08279500	1889-02-27	526	A
USGS	08279500	1889-02-28	517	A
USGS	08279500	1889-03-01	537	A
USGS	08279500	1889-03-02	562	A
USGS	08279500	1889-03-03	562	A
USGS	08279500	1889-03-04	567	A
USGS	08279500	1889-03-05	600	A
USGS	08279500	1889-03-06	604	A
USGS	08279500	1889-03-07	653	A
USGS	08279500	1889-03-08	676	A
USGS	08279500	1889-03-09	725	A
USGS	08279500	1889-03-10	777	A
USGS	08279500	1889-03-11	842	A
USGS	08279500	1889-03-12	880	A
USGS	08279500	1889-03-13	916	A
USGS	08279500	1889-03-14	988	A
USGS	08279500	1889-03-15	979	A
USGS	08279500	1889-03-16	1040	A
USGS	08279500	1889-03-17	916	A
USGS	08279500	1889-03-18	934	A
USGS	08279500	1889-03-19	943	A
USGS	08279500	1889-03-20	808	A
USGS	08279500	1889-03-21	850	A
USGS	08279500	1889-03-22	835	A
USGS	08279500	1889-03-23	842	A
USGS	08279500	1889-03-24	835	A
USGS	08279500	1889-03-25	801	A
USGS	08279500	1889-03-26	749	A
USGS	08279500	1889-03-27	735	A
USGS	08279500	1889-03-28	729	A
USGS	08279500	1889-03-29	742	A
USGS	08279500	1889-03-30	749	A
USGS	08279500	1889-03-31	850	A
USGS	08279500	1889-04-01	970	A
USGS	08279500	1889-04-02	1050	A
USGS	08279500	1889-04-03	1140	A
USGS	08279500	1889-04-04	1150	A
USGS	08279500	1889-04-05	1350	A
USGS	08279500	1889-04-06	1650	A
USGS	08279500	1889-04-07	1860	A
USGS	08279500	1889-04-08	1970	A
USGS	08279500	1889-04-09	2080	A
USGS	08279500	1889-04-10	1970	A
USGS	08279500	1889-04-11	2010	A
USGS	08279500	1889-04-12	2070	A
USGS	08279500	1889-04-13	2110	A
USGS	08279500	1889-04-14	2010	A
USGS	08279500	1889-04-15	2000	A
USGS	08279500	1889-04-16	2050	A
USGS	08279500	1889-04-17	2190	A
USGS	08279500	1889-04-18	2360	A
USGS	08279500	1889-04-19	2490	A
USGS	08279500	1889-04-20	2520	A
USGS	08279500	1889-04-21	2450	A
USGS	08279500	1889-04-22	2300	A
USGS	08279500	1889-04-23	2300	A
USGS	08279500	1889-04-24	2380	A
USGS	08279500	1889-04-25	2560	A
USGS	08279500	1889-04-26	3060	A
USGS	08279500	1889-04-27	3270	A
USGS	08279500	1889-04-28	3840	A
USGS	08279500	1889-04-29	4210	A
USGS	08279500	1889-04-30	4420	A
USGS	08279500	1889-05-01	4340	A
USGS	08279500	1889-05-02	4090	A
USGS	08279500	1889-05-03	3750	A
USGS	08279500	1889-05-04	3710	A
USGS	08279500	1889-05-05	3610	A
USGS	08279500	1889-05-06	3580	A
USGS	08279500	1889-05-07	3740	A
USGS	08279500	1889-05-08	3610	A
USGS	08279500	1889-05-09	3510	A
USGS	08279500	1889-05-10	3310	A
USGS	08279500	1889-05-11	3210	A
USGS	08279500	1889-05-12	3000	A
USGS	08279500	1889-05-13	2630	A
USGS	08279500	1889-05-14	2670	A
USGS	08279500	1889-05-15	2530	A
USGS	08279500	1889-05-16	2540	A
USGS	08279500	1889-05-17	2790	A
USGS	08279500	1889-05-18	2830	A
USGS	08279500	1889-05-19	2650	A
USGS	08279500	1889-05-20	2480	A
USGS	08279500	1889-05-21	2440	A
USGS	08279500	1889-05-22	2690	A
USGS	08279500	1889-05-23	3050	A
USGS	08279500	1889-05-24	3280	A
USGS	08279500	1889-05-25	3600	A
USGS	08279500	1889-05-26	3860	A
USGS	08279500	1889-05-27	4010	A
USGS	08279500	1889-05-28	4380	A
USGS	08279500	1889-05-29	4620	A
USGS	08279500	1889-05-30	4760	A
USGS	08279500	1889-05-31	5080	A
USGS	08279500	1889-06-01	5450	A
USGS	08279500	1889-06-02	5660	A
USGS	08279500	1889-06-03	5450	A
USGS	08279500	1889-06-04	4800	A
USGS	08279500	1889-06-05	4360	A
USGS	08279500	1889-06-06	4170	A
USGS	08279500	1889-06-07	4060	A
USGS	08279500	1889-06-08	4030	A
USGS	08279500	1889-06-09	3800	A
USGS	08279500	1889-06-10	3570	A
USGS	08279500	1889-06-11	3240	A
USGS	08279500	1889-06-12	2880	A
USGS	08279500	1889-06-13	2550	A
USGS	08279500	1889-06-14	2280	A
USGS	08279500	1889-06-15	2240	A
USGS	08279500	1889-06-16	2240	A
USGS	08279500	1889-06-17	2210	A
USGS	08279500	1889-06-18	2140	A
USGS	08279500	1889-06-19	2000	A
USGS	08279500	1889-06-20	1870	A
USGS	08279500	1889-06-21	1820	A
USGS	08279500	1889-06-22	1960	A
USGS	08279500	1889-06-23	1920	A
USGS	08279500	1889-06-24	1920	A
USGS	08279500	1889-06-25	1890	A
USGS	08279500	1889-06-26	1770	A
USGS	08279500	1889-06-27	1580	A
USGS	08279500	1889-06-28	1480	A
USGS	08279500	1889-06-29	1390	A
USGS	08279500	1889-06-30	1250	A
USGS	08279500	1889-07-01	1100	A
USGS	08279500	1889-07-02	925	A
USGS	08279500	1889-07-03	813	A
USGS	08279500	1889-07-04	696	A
USGS	08279500	1889-07-05	620	A
USGS	08279500	1889-07-06	567	A
USGS	08279500	1889-07-07	522	A
USGS	08279500	1889-07-08	484	A
USGS	08279500	1889-07-09	507	A
USGS	08279500	1889-07-10	512	A
USGS	08279500	1889-07-11	420	A
USGS	08279500	1889-07-12	430	A
USGS	08279500	1889-07-13	376	A
USGS	08279500	1889-07-14	705	A
USGS	08279500	1889-07-15	412	A
USGS	08279500	1889-07-16	416	A
USGS	08279500	1889-07-17	360	A
USGS	08279500	1889-07-18	300	A
USGS	08279500	1889-07-19	380	A
USGS	08279500	1889-07-20	328	A
USGS	08279500	1889-07-21	320	A
USGS	08279500	1889-07-22	376	A
USGS	08279500	1889-07-23	288	A
USGS	08279500	1889-07-24	372	A
USGS	08279500	1889-07-25	376	A
USGS	08279500	1889-07-26	296	A
USGS	08279500	1889-07-27	284	A
USGS	08279500	1889-07-28	243	A
USGS	08279500	1889-07-29	567	A
USGS	08279500	1889-07-30	360	A
USGS	08279500	1889-07-31	236	A
USGS	08279500	1889-08-01	253	A
USGS	08279500	1889-08-02	192	A
USGS	08279500	1889-08-03	222	A
USGS	08279500	1889-08-04	205	A
USGS	08279500	1889-08-05	199	A
USGS	08279500	1889-08-06	192	A
USGS	08279500	1889-08-07	192	A
USGS	08279500	1889-08-08	186	A
USGS	08279500	1889-08-09	189	A
USGS	08279500	1889-08-10	192	A
USGS	08279500	1889-08-11	225	A
USGS	08279500	1889-08-12	229	A
USGS	08279500	1889-08-13	250	A
USGS	08279500	1889-08-14	229	A
USGS	08279500	1889-08-15	212	A
USGS	08279500	1889-08-16	199	A
USGS	08279500	1889-08-17	195	A
USGS	08279500	1889-08-18	203	A
USGS	08279500	1889-08-19	203	A
USGS	08279500	1889-08-20	186	A
USGS	08279500	1889-08-21	181	A
USGS	08279500	1889-08-22	189	A
USGS	08279500	1889-08-23	203	A
USGS	08279500	1889-08-24	186	A
USGS	08279500	1889-08-25	186	A
USGS	08279500	1889-08-26	186	A
USGS	08279500	1889-08-27	245	A
USGS	08279500	1889-08-28	189	A
USGS	08279500	1889-08-29	181	A
USGS	08279500	1889-08-30	236	A
USGS	08279500	1889-08-31	243	A
USGS	08279500	1889-09-01	260	A
USGS	08279500	1889-09-02	207	A
USGS	08279500	1889-09-03	202	A
USGS	08279500	1889-09-04	200	A
USGS	08279500	1889-09-05	195	A
USGS	08279500	1889-09-06	192	A
USGS	08279500	1889-09-07	192	A
USGS	08279500	1889-09-08	212	A
USGS	08279500	1889-09-09	189	A
USGS	08279500	1889-09-10	184	A
USGS	08279500	1889-09-11	186	A
USGS	08279500	1889-09-12	184	A
USGS	08279500	1889-09-13	192	A
USGS	08279500	1889-09-14	209	A
USGS	08279500	1889-09-15	209	A
USGS	08279500	1889-09-16	192	A
USGS	08279500	1889-09-17	205	A
USGS	08279500	1889-09-18	202	A
USGS	08279500	1889-09-19	202	A
USGS	08279500	1889-09-20	202	A
USGS	08279500	1889-09-21	229	A
USGS	08279500	1889-09-22	229	A
USGS	08279500	1889-09-23	222	A
USGS	08279500	1889-09-24	218	A
USGS	08279500	1889-09-25	225	A
USGS	08279500	1889-09-26	225	A
USGS	08279500	1889-09-27	229	A
USGS	08279500	1889-09-28	246	A
USGS	08279500	1889-09-29	264	A
USGS	08279500	1889-09-30	246	A
USGS	08279500	1889-10-01	246	A
USGS	08279500	1889-10-02	246	A
USGS	08279500	1889-10-03	246	A
USGS	08279500	1889-10-04	239	A
USGS	08279500	1889-10-05	243	A
USGS	08279500	1889-10-06	239	A
USGS	08279500	1889-10-07	239	A
USGS	08279500	1889-10-08	243	A
USGS	08279500	1889-10-09	243	A
USGS	08279500	1889-10-10	246	A
USGS	08279500	1889-10-11	253	A
USGS	08279500	1889-10-12	257	A
USGS	08279500	1889-10-13	260	A
USGS	08279500	1889-10-14	276	A
USGS	08279500	1889-10-15	284	A
USGS	08279500	1889-10-16	308	A
USGS	08279500	1889-10-17	320	A
USGS	08279500	1889-10-18	308	A
USGS	08279500	1889-10-19	304	A
USGS	08279500	1889-10-20	304	A
USGS	08279500	1889-10-21	300	A
USGS	08279500	1889-10-22	300	A
USGS	08279500	1889-10-23	304	A
USGS	08279500	1889-10-24	308	A
USGS	08279500	1889-10-25	320	A
USGS	08279500	1889-10-26	324	A
USGS	08279500	1889-10-27	320	A
USGS	08279500	1889-10-28	324	A
USGS	08279500	1889-10-29	320	A
USGS	08279500	1889-10-30	320	A
USGS	08279500	1889-10-31	332	A
USGS	08279500	1889-11-01	312	A
USGS	08279500	1889-11-02	292	A
USGS	08279500	1889-11-03	300	A
USGS	08279500	1889-11-04	320	A
USGS	08279500	1889-11-05	280	A
USGS	08279500	1889-11-06	268	A
USGS	08279500	1889-11-07	253	A
USGS	08279500	1889-11-08	272	A
USGS	08279500	1889-11-09	316	A
USGS	08279500	1889-11-10	340	A
USGS	08279500	1889-11-11	340	A
USGS	08279500	1889-11-12	328	A
USGS	08279500	1889-11-13	320	A
USGS	08279500	1889-11-14	320	A
USGS	08279500	1889-11-15	352	A
USGS	08279500	1889-11-16	320	A
USGS	08279500	1889-11-17	324	A
USGS	08279500	1889-11-18	360	A
USGS	08279500	1889-11-19	384	A
USGS	08279500	1889-11-20	420	A
USGS	08279500	1889-11-21	396	A
USGS	08279500	1889-11-22	412	A
USGS	08279500	1889-11-23	416	A
USGS	08279500	1889-11-24	432	A
USGS	08279500	1889-11-25	465	A
USGS	08279500	1889-11-26	470	A
USGS	08279500	1889-11-27	507	A
USGS	08279500	1889-11-28	493	A
USGS	08279500	1889-11-29	484	A
USGS	08279500	1889-11-30	479	A
USGS	08279500	1889-12-01	447	A
USGS	08279500	1889-12-02	456	A
USGS	08279500	1889-12-03	456	A
USGS	08279500	1889-12-04	484	A
USGS	08279500	1889-12-05	480	A
USGS	08279500	1889-12-06	557	A
USGS	08279500	1889-12-07	594	A
USGS	08279500	1889-12-08	604	A
USGS	08279500	1889-12-09	620	A
USGS	08279500	1889-12-10	620	A
USGS	08279500	1889-12-11	588	A
USGS	08279500	1889-12-12	594	A
USGS	08279500	1889-12-13	643	A
USGS	08279500	1889-12-14	583	A
USGS	08279500	1889-12-15	578	A
USGS	08279500	1889-12-16	588	A
USGS	08279500	1889-12-17	588	A
USGS	08279500	1889-12-18	594	A
USGS	08279500	1889-12-19	610	A
USGS	08279500	1889-12-20	562	A
USGS	08279500	1889-12-21	512	A
USGS	08279500	1889-12-22	372	A
USGS	08279500	1889-12-23	447	A
USGS	08279500	1889-12-24	416	A
USGS	08279500	1889-12-25	604	A
USGS	08279500	1889-12-26	547	A
USGS	08279500	1889-12-27	517	A
USGS	08279500	1889-12-28	637	A
USGS	08279500	1889-12-29	594	A
USGS	08279500	1889-12-30	552	A
USGS	08279500	1889-12-31	364	A
USGS	08279500	1890-01-01	324	A
USGS	08279500	1890-01-02	260	A
USGS	08279500	1890-01-03	320	A
USGS	08279500	1890-01-04	412	A
USGS	08279500	1890-01-05	465	A
USGS	08279500	1890-01-06	465	A
USGS	08279500	1890-01-07	443	A
USGS	08279500	1890-01-08	420	A
USGS	08279500	1890-01-09	498	A
USGS	08279500	1890-01-10	503	A
USGS	08279500	1890-01-11	507	A
USGS	08279500	1890-01-12	503	A
USGS	08279500	1890-01-13	429	A
USGS	08279500	1890-01-14	438	A
USGS	08279500	1890-01-15	433	A
USGS	08279500	1890-01-16	412	A
USGS	08279500	1890-01-17	388	A
USGS	08279500	1890-01-18	412	A
USGS	08279500	1890-01-19	404	A
USGS	08279500	1890-01-20	420	A
USGS	08279500	1890-01-21	328	A
USGS	08279500	1890-01-22	396	A
USGS	08279500	1890-01-23	380	A
USGS	08279500	1890-01-24	420	A
USGS	08279500	1890-01-25	404	A
USGS	08279500	1890-01-26	429	A
USGS	08279500	1890-01-27	474	A
USGS	08279500	1890-01-28	537	A
USGS	08279500	1890-01-29	610	A
USGS	08279500	1890-01-30	547	A
USGS	08279500	1890-01-31	578	A
USGS	08279500	1890-02-01	573	A
USGS	08279500	1890-02-02	489	A
USGS	08279500	1890-02-03	578	A
USGS	08279500	1890-02-04	599	A
USGS	08279500	1890-02-05	659	A
USGS	08279500	1890-02-06	683	A
USGS	08279500	1890-02-07	615	A
USGS	08279500	1890-02-08	599	A
USGS	08279500	1890-02-09	537	A
USGS	08279500	1890-02-10	552	A
USGS	08279500	1890-02-11	599	A
USGS	08279500	1890-02-12	465	A
USGS	08279500	1890-02-13	344	A
USGS	08279500	1890-02-14	456	A
USGS	08279500	1890-02-15	512	A
USGS	08279500	1890-02-16	537	A
USGS	08279500	1890-02-17	599	A
USGS	08279500	1890-02-18	479	A
USGS	08279500	1890-02-19	615	A
USGS	08279500	1890-02-20	642	A
USGS	08279500	1890-02-21	659	A
USGS	08279500	1890-02-22	670	A
USGS	08279500	1890-02-23	659	A
USGS	08279500	1890-02-24	594	A
USGS	08279500	1890-02-25	512	A
USGS	08279500	1890-02-26	438	A
USGS	08279500	1890-02-27	412	A
USGS	08279500	1890-02-28	408	A
USGS	08279500	1890-03-01	330	A
USGS	08279500	1890-03-02	380	A
USGS	08279500	1890-03-03	446	A
USGS	08279500	1890-03-04	496	A
USGS	08279500	1890-03-05	539	A
USGS	08279500	1890-03-06	896	A
USGS	08279500	1890-03-07	804	A
USGS	08279500	1890-03-08	699	A
USGS	08279500	1890-03-09	1040	A
USGS	08279500	1890-03-10	1020	A
USGS	08279500	1890-03-11	904	A
USGS	08279500	1890-03-12	790	A
USGS	08279500	1890-03-13	642	A
USGS	08279500	1890-03-14	561	A
USGS	08279500	1890-03-15	584	A
USGS	08279500	1890-03-16	572	A
USGS	08279500	1890-03-17	589	A
USGS	08279500	1890-03-18	615	A
USGS	08279500	1890-03-19	706	A
USGS	08279500	1890-03-20	732	A
USGS	08279500	1890-03-21	712	A
USGS	08279500	1890-03-22	725	A
USGS	08279500	1890-03-23	732	A
USGS	08279500	1890-03-24	746	A
USGS	08279500	1890-03-25	754	A
USGS	08279500	1890-03-26	797	A
USGS	08279500	1890-03-27	819	A
USGS	08279500	1890-03-28	768	A
USGS	08279500	1890-03-29	761	A
USGS	08279500	1890-03-30	775	A
USGS	08279500	1890-03-31	804	A
USGS	08279500	1890-04-01	842	A
USGS	08279500	1890-04-02	944	A
USGS	08279500	1890-04-03	968	A
USGS	08279500	1890-04-04	896	A
USGS	08279500	1890-04-05	880	A
USGS	08279500	1890-04-06	880	A
USGS	08279500	1890-04-07	952	A
USGS	08279500	1890-04-08	1070	A
USGS	08279500	1890-04-09	1290	A
USGS	08279500	1890-04-10	1400	A
USGS	08279500	1890-04-11	1530	A
USGS	08279500	1890-04-12	1640	A
USGS	08279500	1890-04-13	2040	A
USGS	08279500	1890-04-14	2550	A
USGS	08279500	1890-04-15	2960	A
USGS	08279500	1890-04-16	3220	A
USGS	08279500	1890-04-17	3220	A
USGS	08279500	1890-04-18	3050	A
USGS	08279500	1890-04-19	2840	A
USGS	08279500	1890-04-20	2770	A
USGS	08279500	1890-04-21	2820	A
USGS	08279500	1890-04-22	2740	A
USGS	08279500	1890-04-23	2560	A
USGS	08279500	1890-04-24	2490	A
USGS	08279500	1890-04-25	2540	A
USGS	08279500	1890-04-26	2780	A
USGS	08279500	1890-04-27	2770	A
USGS	08279500	1890-04-28	2770	A
USGS	08279500	1890-04-29	2510	A
USGS	08279500	1890-04-30	2580	A
USGS	08279500	1890-05-01	2670	A
USGS	08279500	1890-05-02	2870	A
USGS	08279500	1890-05-03	3260	A
USGS	08279500	1890-05-04	3580	A
USGS	08279500	1890-05-05	3960	A
USGS	08279500	1890-05-06	4170	A
USGS	08279500	1890-05-07	4430	A
USGS	08279500	1890-05-08	4600	A
USGS	08279500	1890-05-09	4720	A
USGS	08279500	1890-05-10	4950	A
USGS	08279500	1890-05-11	4980	A
USGS	08279500	1890-05-12	4780	A
USGS	08279500	1890-05-13	4780	A
USGS	08279500	1890-05-14	4820	A
USGS	08279500	1890-05-15	4920	A
USGS	08279500	1890-05-16	4910	A
USGS	08279500	1890-05-17	4780	A
USGS	08279500	1890-05-18	5100	A
USGS	08279500	1890-05-19	5250	A
USGS	08279500	1890-05-20	5470	A
USGS	08279500	1890-05-21	5560	A
USGS	08279500	1890-05-22	5750	A
USGS	08279500	1890-05-23	5800	A
USGS	08279500	1890-05-24	5850	A
USGS	08279500	1890-05-25	5860	A
USGS	08279500	1890-05-26	5890	A
USGS	08279500	1890-05-27	5930	A
USGS	08279500	1890-05-28	6010	A
USGS	08279500	1890-05-29	6060	A
USGS	08279500	1890-05-30	6070	A
USGS	08279500	1890-05-31	6010	A
USGS	08279500	1890-06-01	5750	A
USGS	08279500	1890-06-02	5720	A
USGS	08279500	1890-06-03	5560	A
USGS	08279500	1890-06-04	5470	A
USGS	08279500	1890-06-05	5360	A
USGS	08279500	1890-06-06	5040	A
USGS	08279500	1890-06-07	5720	A
USGS	08279500	1890-06-08	4390	A
USGS	08279500	1890-06-09	4200	A
USGS	08279500	1890-06-10	3830	A
USGS	08279500	1890-06-11	3740	A
USGS	08279500	1890-06-12	3840	A
USGS	08279500	1890-06-13	3910	A
USGS	08279500	1890-06-14	4000	A
USGS	08279500	1890-06-15	4060	A
USGS	08279500	1890-06-16	4200	A
USGS	08279500	1890-06-17	4170	A
USGS	08279500	1890-06-18	4040	A
USGS	08279500	1890-06-19	4000	A
USGS	08279500	1890-06-20	3910	A
USGS	08279500	1890-06-21	3870	A
USGS	08279500	1890-06-22	3800	A
USGS	08279500	1890-06-23	3540	A
USGS	08279500	1890-06-24	3350	A
USGS	08279500	1890-06-25	3350	A
USGS	08279500	1890-06-26	3220	A
USGS	08279500	1890-06-27	3220	A
USGS	08279500	1890-06-28	3160	A
USGS	08279500	1890-06-29	3020	A
USGS	08279500	1890-06-30	2770	A
USGS	08279500	1890-07-01	2640	A
USGS	08279500	1890-07-02	2450	A
USGS	08279500	1890-07-03	2380	A
USGS	08279500	1890-07-04	2140	A
USGS	08279500	1890-07-05	2140	A
USGS	08279500	1890-07-06	1860	A
USGS	08279500	1890-07-07	1800	A
USGS	08279500	1890-07-08	1860	A
USGS	08279500	1890-07-09	1910	A
USGS	08279500	1890-07-10	2080	A
USGS	08279500	1890-07-11	1860	A
USGS	08279500	1890-07-12	2020	A
USGS	08279500	1890-07-13	1970	A
USGS	08279500	1890-07-14	1800	A
USGS	08279500	1890-07-15	1580	A
USGS	08279500	1890-07-16	1470	A
USGS	08279500	1890-07-17	1470	A
USGS	08279500	1890-07-18	1470	A
USGS	08279500	1890-07-19	1430	A
USGS	08279500	1890-07-20	1330	A
USGS	08279500	1890-07-21	1230	A
USGS	08279500	1890-07-22	1230	A
USGS	08279500	1890-07-23	1130	A
USGS	08279500	1890-07-24	1040	A
USGS	08279500	1890-07-25	1130	A
USGS	08279500	1890-07-26	1040	A
USGS	08279500	1890-07-27	1040	A
USGS	08279500	1890-07-28	960	A
USGS	08279500	1890-07-29	960	A
USGS	08279500	1890-07-30	960	A
USGS	08279500	1890-07-31	920	A
USGS	08279500	1890-08-01	960	A
USGS	08279500	1890-08-02	1130	A
USGS	08279500	1890-08-03	1040	A
USGS	08279500	1890-08-04	1130	A
USGS	08279500	1890-08-05	1000	A
USGS	08279500	1890-08-06	920	A
USGS	08279500	1890-08-07	880	A
USGS	08279500	1890-08-08	842	A
USGS	08279500	1890-08-09	842	A
USGS	08279500	1890-08-10	804	A
USGS	08279500	1890-08-11	768	A
USGS	08279500	1890-08-12	732	A
USGS	08279500	1890-08-13	666	A
USGS	08279500	1890-08-14	666	A
USGS	08279500	1890-08-15	666	A
USGS	08279500	1890-08-16	636	A
USGS	08279500	1890-08-17	636	A
USGS	08279500	1890-08-18	636	A
USGS	08279500	1890-08-19	666	A
USGS	08279500	1890-08-20	2080	A
USGS	08279500	1890-08-21	842	A
USGS	08279500	1890-08-22	768	A
USGS	08279500	1890-08-23	699	A
USGS	08279500	1890-08-24	666	A
USGS	08279500	1890-08-25	699	A
USGS	08279500	1890-08-26	660	A
USGS	08279500	1890-08-27	660	A
USGS	08279500	1890-08-28	636	A
USGS	08279500	1890-08-29	636	A
USGS	08279500	1890-08-30	636	A
USGS	08279500	1890-08-31	636	A
USGS	08279500	1890-09-01	636	A
USGS	08279500	1890-09-02	1040	A
USGS	08279500	1890-09-03	636	A
USGS	08279500	1890-09-04	578	A
USGS	08279500	1890-09-05	550	A
USGS	08279500	1890-09-06	550	A
USGS	08279500	1890-09-07	550	A
USGS	08279500	1890-09-08	550	A
USGS	08279500	1890-09-09	550	A
USGS	08279500	1890-09-10	523	A
USGS	08279500	1890-09-11	523	A
USGS	08279500	1890-09-12	523	A
USGS	08279500	1890-09-13	496	A
USGS	08279500	1890-09-14	496	A
USGS	08279500	1890-09-15	496	A
USGS	08279500	1890-09-16	496	A
USGS	08279500	1890-09-17	496	A
USGS	08279500	1890-09-18	496	A
USGS	08279500	1890-09-19	496	A
USGS	08279500	1890-09-20	496	A
USGS	08279500	1890-09-21	523	A
USGS	08279500	1890-09-22	523	A
USGS	08279500	1890-09-23	523	A
USGS	08279500	1890-09-24	523	A
USGS	08279500	1890-09-25	523	A
USGS	08279500	1890-09-26	523	A
USGS	08279500	1890-09-27	523	A
USGS	08279500	1890-09-28	523	A
USGS	08279500	1890-09-29	496	A
USGS	08279500	1890-09-30	523	A
USGS	08279500	1890-10-01	523	A
USGS	08279500	1890-10-02	523	A
USGS	08279500	1890-10-03	523	A
USGS	08279500	1890-10-04	523	A
USGS	08279500	1890-10-05	523	A
USGS	08279500	1890-10-06	523	A
USGS	08279500	1890-10-07	523	A
USGS	08279500	1890-10-08	523	A
USGS	08279500	1890-10-09	550	A
USGS	08279500	1890-10-10	550	A
USGS	08279500	1890-10-11	550	A
USGS	08279500	1890-10-12	578	A
USGS	08279500	1890-10-13	578	A
USGS	08279500	1890-10-14	606	A
USGS	08279500	1890-10-15	606	A
USGS	08279500	1890-10-16	606	A
USGS	08279500	1890-10-17	606	A
USGS	08279500	1890-10-18	606	A
USGS	08279500	1890-10-19	578	A
USGS	08279500	1890-10-20	578	A
USGS	08279500	1890-10-21	578	A
USGS	08279500	1890-10-22	578	A
USGS	08279500	1890-10-23	578	A
USGS	08279500	1890-10-24	578	A
USGS	08279500	1890-10-25	550	A
USGS	08279500	1890-10-26	550	A
USGS	08279500	1890-10-27	550	A
USGS	08279500	1890-10-28	550	A
USGS	08279500	1890-10-29	550	A
USGS	08279500	1890-10-30	550	A
USGS	08279500	1890-10-31	550	A
USGS	08279500	1890-11-01	550	A
USGS	08279500	1890-11-02	550	A
USGS	08279500	1890-11-03	550	A
USGS	08279500	1890-11-04	550	A
USGS	08279500	1890-11-05	578	A
USGS	08279500	1890-11-06	578	A
USGS	08279500	1890-11-07	606	A
USGS	08279500	1890-11-08	636	A
USGS	08279500	1890-11-09	636	A
USGS	08279500	1890-11-10	636	A
USGS	08279500	1890-11-11	636	A
USGS	08279500	1890-11-12	635	A
USGS	08279500	1890-11-13	606	A
USGS	08279500	1890-11-14	606	A
USGS	08279500	1890-11-15	606	A
USGS	08279500	1890-11-16	578	A
USGS	08279500	1890-11-17	578	A
USGS	08279500	1890-11-18	578	A
USGS	08279500	1890-11-19	555	A
USGS	08279500	1890-11-20	578	A
USGS	08279500	1890-11-21	606	A
USGS	08279500	1890-11-22	660	A
USGS	08279500	1890-11-23	699	A
USGS	08279500	1890-11-24	699	A
USGS	08279500	1890-11-25	699	A
USGS	08279500	1890-11-26	699	A
USGS	08279500	1890-11-27	660	A
USGS	08279500	1890-11-28	660	A
USGS	08279500	1890-11-29	660	A
USGS	08279500	1890-11-30	636	A
USGS	08279500	1890-12-01	636	A
USGS	08279500	1890-12-02	636	A
USGS	08279500	1890-12-03	636	A
USGS	08279500	1890-12-04	636	A
USGS	08279500	1890-12-05	660	A
USGS	08279500	1890-12-06	660	A
USGS	08279500	1890-12-07	660	A
USGS	08279500	1890-12-08	660	A
USGS	08279500	1890-12-09	636	A
USGS	08279500	1890-12-10	636	A
USGS	08279500	1890-12-11	606	A
USGS	08279500	1890-12-12	636	A
USGS	08279500	1890-12-13	636	A
USGS	08279500	1890-12-14	660	A
USGS	08279500	1890-12-15	660	A
USGS	08279500	1890-12-16	660	A
USGS	08279500	1890-12-17	636	A
USGS	08279500	1890-12-18	636	A
USGS	08279500	1890-12-19	636	A
USGS	08279500	1890-12-20	636	A
USGS	08279500	1890-12-21	660	A
USGS	08279500	1890-12-22	660	A
USGS	08279500	1890-12-23	660	A
USGS	08279500	1890-12-24	660	A
