agency_cd	site_no	datetime	99708_00060_00003	99708_00060_00003_cd
USGS	08279500	1914-07-20	1420	A
USGS	08279500	1914-07-21	1460	A
USGS	08279500	1914-07-22	2510	A
USGS	08279500	1914-07-23	2840	A
USGS	08279500	1914-07-24	2980	A
USGS	08279500	1914-07-25	3050	A
USGS	08279500	1914-07-26	2900	A
USGS	08279500	1914-07-27	2780	A
USGS	08279500	1914-07-28	2680	A
USGS	08279500	1914-07-29	2580	A
USGS	08279500	1914-07-30	2480	A
USGS	08279500	1914-07-31	2380	A
USGS	08279500	1914-08-01	2260	A
USGS	08279500	1914-08-02	2170	A
USGS	08279500	1914-08-03	2150	A
USGS	08279500	1914-08-04	2060	A
USGS	08279500	1914-08-05	1920	A
USGS	08279500	1914-08-06	1850	A
USGS	08279500	1914-08-07	1760	A
USGS	08279500	1914-08-08	1800	A
USGS	08279500	1914-08-09	1570	A
USGS	08279500	1914-08-10	1390	A
USGS	08279500	1914-08-11	1450	A
USGS	08279500	1914-08-12	1340	A
USGS	08279500	1914-08-13	1230	A
USGS	08279500	1914-08-14	1100	A
USGS	08279500	1914-08-15	947	A
USGS	08279500	1914-08-16	800	A
USGS	08279500	1914-08-17	705	A
USGS	08279500	1914-08-18	633	A
USGS	08279500	1914-08-19	610	A
USGS	08279500	1914-08-20	582	A
USGS	08279500	1914-08-21	520	A
USGS	08279500	1914-08-22	540	A
USGS	08279500	1914-08-23	621	A
USGS	08279500	1914-08-24	588	A
USGS	08279500	1914-08-25	621	A
USGS	08279500	1914-08-26	724	A
USGS	08279500	1914-08-27	873	A
USGS	08279500	1914-08-28	860	A
USGS	08279500	1914-08-29	975	A
USGS	08279500	1914-08-30	1160	A
USGS	08279500	1914-08-31	1220	A
USGS	08279500	1914-09-01	1220	A
USGS	08279500	1914-09-02	1220	A
USGS	08279500	1914-09-03	1180	A
USGS	08279500	1914-09-04	1080	A
USGS	08279500	1914-09-05	1000	A
USGS	08279500	1914-09-06	920	A
USGS	08279500	1914-09-07	866	A
USGS	08279500	1914-09-08	806	A
USGS	08279500	1914-09-09	787	A
USGS	08279500	1914-09-10	774	A
USGS	08279500	1914-09-11	749	A
USGS	08279500	1914-09-12	813	A
USGS	08279500	1914-09-13	893	A
USGS	08279500	1914-09-14	819	A
USGS	08279500	1914-09-15	880	A
USGS	08279500	1914-09-16	1190	A
USGS	08279500	1914-09-17	1320	A
USGS	08279500	1914-09-18	1410	A
USGS	08279500	1914-09-19	1400	A
USGS	08279500	1914-09-20	1300	A
USGS	08279500	1914-09-21	1340	A
USGS	08279500	1914-09-22	1410	A
USGS	08279500	1914-09-23	1430	A
USGS	08279500	1914-09-24	1490	A
USGS	08279500	1914-09-25	1500	A
USGS	08279500	1914-09-26	1480	A
USGS	08279500	1914-09-27	1440	A
USGS	08279500	1914-09-28	1330	A
USGS	08279500	1914-09-29	1260	A
USGS	08279500	1914-09-30	1210	A
USGS	08279500	1914-10-01	1210	A
USGS	08279500	1914-10-02	1180	A
USGS	08279500	1914-10-03	1180	A
USGS	08279500	1914-10-04	1410	A
USGS	08279500	1914-10-05	1250	A
USGS	08279500	1914-10-06	1710	A
USGS	08279500	1914-10-07	2240	A
USGS	08279500	1914-10-08	2040	A
USGS	08279500	1914-10-09	1800	A
USGS	08279500	1914-10-10	1620	A
USGS	08279500	1914-10-11	1530	A
USGS	08279500	1914-10-12	1450	A
USGS	08279500	1914-10-13	1290	A
USGS	08279500	1914-10-14	1210	A
USGS	08279500	1914-10-15	1100	A
USGS	08279500	1914-10-16	1000	A
USGS	08279500	1914-10-17	948	A
USGS	08279500	1914-10-18	870	A
USGS	08279500	1914-10-19	834	A
USGS	08279500	1914-10-20	706	A
USGS	08279500	1914-10-21	675	A
USGS	08279500	1914-10-22	760	A
USGS	08279500	1914-10-23	690	A
USGS	08279500	1914-10-24	650	A
USGS	08279500	1914-10-25	655	A
USGS	08279500	1914-10-26	760	A
USGS	08279500	1914-10-27	834	A
USGS	08279500	1914-10-28	909	A
USGS	08279500	1914-10-29	896	A
USGS	08279500	1914-10-30	902	A
USGS	08279500	1914-10-31	890	A
USGS	08279500	1914-11-01	896	A
USGS	08279500	1914-11-02	902	A
USGS	08279500	1914-11-03	883	A
USGS	08279500	1914-11-04	846	A
USGS	08279500	1914-11-05	816	A
USGS	08279500	1914-11-06	804	A
USGS	08279500	1914-11-07	799	A
USGS	08279500	1914-11-08	772	A
USGS	08279500	1914-11-09	750	A
USGS	08279500	1914-11-10	711	A
USGS	08279500	1914-11-11	695	A
USGS	08279500	1914-11-12	690	A
USGS	08279500	1914-11-13	685	A
USGS	08279500	1914-11-14	695	A
USGS	08279500	1914-11-15	711	A
USGS	08279500	1914-11-16	711	A
USGS	08279500	1914-11-17	716	A
USGS	08279500	1914-11-18	728	A
USGS	08279500	1914-11-19	685	A
USGS	08279500	1914-11-20	650	A
USGS	08279500	1914-11-21	640	A
USGS	08279500	1914-11-22	640	A
USGS	08279500	1914-11-23	635	A
USGS	08279500	1914-11-24	640	A
USGS	08279500	1914-11-25	635	A
USGS	08279500	1914-11-26	635	A
USGS	08279500	1914-11-27	650	A
USGS	08279500	1914-11-28	660	A
USGS	08279500	1914-11-29	680	A
USGS	08279500	1914-11-30	685	A
USGS	08279500	1914-12-01	685	A
USGS	08279500	1914-12-02	660	A
USGS	08279500	1914-12-03	630	A
USGS	08279500	1914-12-04	625	A
USGS	08279500	1914-12-05	605	A
USGS	08279500	1914-12-06	591	A
USGS	08279500	1914-12-07	546	A
USGS	08279500	1914-12-08	514	A
USGS	08279500	1914-12-09	564	A
USGS	08279500	1914-12-10	494	A
USGS	08279500	1914-12-11	470	A
USGS	08279500	1914-12-12	450	A
USGS	08279500	1914-12-13	426	A
USGS	08279500	1914-12-14	458	A
USGS	08279500	1914-12-15	438	A
USGS	08279500	1914-12-16	423	A
USGS	08279500	1914-12-17	478	A
USGS	08279500	1914-12-18	506	A
USGS	08279500	1914-12-19	502	A
USGS	08279500	1914-12-20	510	A
USGS	08279500	1914-12-21	478	A
USGS	08279500	1914-12-22	482	A
USGS	08279500	1914-12-23	490	A
USGS	08279500	1914-12-24	502	A
USGS	08279500	1914-12-25	498	A
USGS	08279500	1914-12-26	482	A
USGS	08279500	1914-12-27	490	A
USGS	08279500	1914-12-28	498	A
USGS	08279500	1914-12-29	502	A
USGS	08279500	1914-12-30	482	A
USGS	08279500	1914-12-31	470	A
USGS	08279500	1915-01-01	470	A
USGS	08279500	1915-01-02	478	A
USGS	08279500	1915-01-03	482	A
USGS	08279500	1915-01-04	478	A
USGS	08279500	1915-01-05	486	A
USGS	08279500	1915-01-06	470	A
USGS	08279500	1915-01-07	466	A
USGS	08279500	1915-01-08	458	A
USGS	08279500	1915-01-09	458	A
USGS	08279500	1915-01-10	470	A
USGS	08279500	1915-01-11	454	A
USGS	08279500	1915-01-12	454	A
USGS	08279500	1915-01-13	470	A
USGS	08279500	1915-01-14	462	A
USGS	08279500	1915-01-15	462	A
USGS	08279500	1915-01-16	470	A
USGS	08279500	1915-01-17	458	A
USGS	08279500	1915-01-18	420	A
USGS	08279500	1915-01-19	462	A
USGS	08279500	1915-01-20	478	A
USGS	08279500	1915-01-21	474	A
USGS	08279500	1915-01-22	478	A
USGS	08279500	1915-01-23	450	A
USGS	08279500	1915-01-24	442	A
USGS	08279500	1915-01-25	450	A
USGS	08279500	1915-01-26	462	A
USGS	08279500	1915-01-27	450	A
USGS	08279500	1915-01-28	454	A
USGS	08279500	1915-01-29	466	A
USGS	08279500	1915-01-30	478	A
USGS	08279500	1915-01-31	470	A
USGS	08279500	1915-02-01	462	A
USGS	08279500	1915-02-02	462	A
USGS	08279500	1915-02-03	470	A
USGS	08279500	1915-02-04	462	A
USGS	08279500	1915-02-05	446	A
USGS	08279500	1915-02-06	438	A
USGS	08279500	1915-02-07	450	A
USGS	08279500	1915-02-08	462	A
USGS	08279500	1915-02-09	478	A
USGS	08279500	1915-02-10	478	A
USGS	08279500	1915-02-11	502	A
USGS	08279500	1915-02-12	502	A
USGS	08279500	1915-02-13	494	A
USGS	08279500	1915-02-14	490	A
USGS	08279500	1915-02-15	494	A
USGS	08279500	1915-02-16	510	A
USGS	08279500	1915-02-17	537	A
USGS	08279500	1915-02-18	560	A
USGS	08279500	1915-02-19	564	A
USGS	08279500	1915-02-20	568	A
USGS	08279500	1915-02-21	578	A
USGS	08279500	1915-02-22	591	A
USGS	08279500	1915-02-23	564	A
USGS	08279500	1915-02-24	568	A
USGS	08279500	1915-02-25	600	A
USGS	08279500	1915-02-26	600	A
USGS	08279500	1915-02-27	605	A
USGS	08279500	1915-02-28	605	A
USGS	08279500	1915-03-01	605	A
USGS	08279500	1915-03-02	625	A
USGS	08279500	1915-03-03	625	A
USGS	08279500	1915-03-04	610	A
USGS	08279500	1915-03-05	591	A
USGS	08279500	1915-03-06	578	A
USGS	08279500	1915-03-07	610	A
USGS	08279500	1915-03-08	605	A
USGS	08279500	1915-03-09	615	A
USGS	08279500	1915-03-10	620	A
USGS	08279500	1915-03-11	630	A
USGS	08279500	1915-03-12	655	A
USGS	08279500	1915-03-13	655	A
USGS	08279500	1915-03-14	660	A
USGS	08279500	1915-03-15	665	A
USGS	08279500	1915-03-16	675	A
USGS	08279500	1915-03-17	680	A
USGS	08279500	1915-03-18	690	A
USGS	08279500	1915-03-19	728	A
USGS	08279500	1915-03-20	716	A
USGS	08279500	1915-03-21	675	A
USGS	08279500	1915-03-22	650	A
USGS	08279500	1915-03-23	685	A
USGS	08279500	1915-03-24	716	A
USGS	08279500	1915-03-25	744	A
USGS	08279500	1915-03-26	794	A
USGS	08279500	1915-03-27	816	A
USGS	08279500	1915-03-28	822	A
USGS	08279500	1915-03-29	858	A
USGS	08279500	1915-03-30	828	A
USGS	08279500	1915-03-31	834	A
USGS	08279500	1915-04-01	822	A
USGS	08279500	1915-04-02	804	A
USGS	08279500	1915-04-03	822	A
USGS	08279500	1915-04-04	852	A
USGS	08279500	1915-04-05	902	A
USGS	08279500	1915-04-06	968	A
USGS	08279500	1915-04-07	1100	A
USGS	08279500	1915-04-08	1180	A
USGS	08279500	1915-04-09	1070	A
USGS	08279500	1915-04-10	1140	A
USGS	08279500	1915-04-11	1180	A
USGS	08279500	1915-04-12	1290	A
USGS	08279500	1915-04-13	1370	A
USGS	08279500	1915-04-14	1410	A
USGS	08279500	1915-04-15	1530	A
USGS	08279500	1915-04-16	1760	A
USGS	08279500	1915-04-17	2040	A
USGS	08279500	1915-04-18	2040	A
USGS	08279500	1915-04-19	2090	A
USGS	08279500	1915-04-20	1990	A
USGS	08279500	1915-04-21	2140	A
USGS	08279500	1915-04-22	2360	A
USGS	08279500	1915-04-23	2360	A
USGS	08279500	1915-04-24	2360	A
USGS	08279500	1915-04-25	2300	A
USGS	08279500	1915-04-26	2190	A
USGS	08279500	1915-04-27	2300	A
USGS	08279500	1915-04-28	2630	A
USGS	08279500	1915-04-29	3050	A
USGS	08279500	1915-04-30	3490	A
USGS	08279500	1915-05-01	3750	A
USGS	08279500	1915-05-02	3620	A
USGS	08279500	1915-05-03	3230	A
USGS	08279500	1915-05-04	2750	A
USGS	08279500	1915-05-05	2410	A
USGS	08279500	1915-05-06	2190	A
USGS	08279500	1915-05-07	1990	A
USGS	08279500	1915-05-08	1840	A
USGS	08279500	1915-05-09	1710	A
USGS	08279500	1915-05-10	1620	A
USGS	08279500	1915-05-11	1710	A
USGS	08279500	1915-05-12	2090	A
USGS	08279500	1915-05-13	2870	A
USGS	08279500	1915-05-14	4010	A
USGS	08279500	1915-05-15	5140	A
USGS	08279500	1915-05-16	6360	A
USGS	08279500	1915-05-17	6680	A
USGS	08279500	1915-05-18	7160	A
USGS	08279500	1915-05-19	7330	A
USGS	08279500	1915-05-20	6360	A
USGS	08279500	1915-05-21	5140	A
USGS	08279500	1915-05-22	4150	A
USGS	08279500	1915-05-23	3490	A
USGS	08279500	1915-05-24	3230	A
USGS	08279500	1915-05-25	3230	A
USGS	08279500	1915-05-26	3490	A
USGS	08279500	1915-05-27	3880	A
USGS	08279500	1915-05-28	3750	A
USGS	08279500	1915-05-29	3490	A
USGS	08279500	1915-05-30	3300	A
USGS	08279500	1915-05-31	3360	A
USGS	08279500	1915-06-01	3620	A
USGS	08279500	1915-06-02	4010	A
USGS	08279500	1915-06-03	4720	A
USGS	08279500	1915-06-04	5440	A
USGS	08279500	1915-06-05	5440	A
USGS	08279500	1915-06-06	4850	A
USGS	08279500	1915-06-07	4290	A
USGS	08279500	1915-06-08	3880	A
USGS	08279500	1915-06-09	3620	A
USGS	08279500	1915-06-10	3620	A
USGS	08279500	1915-06-11	3750	A
USGS	08279500	1915-06-12	4150	A
USGS	08279500	1915-06-13	4710	A
USGS	08279500	1915-06-14	5140	A
USGS	08279500	1915-06-15	4850	A
USGS	08279500	1915-06-16	4150	A
USGS	08279500	1915-06-17	3620	A
USGS	08279500	1915-06-18	3490	A
USGS	08279500	1915-06-19	3750	A
USGS	08279500	1915-06-20	4290	A
USGS	08279500	1915-06-21	4710	A
USGS	08279500	1915-06-22	4850	A
USGS	08279500	1915-06-23	4710	A
USGS	08279500	1915-06-24	4430	A
USGS	08279500	1915-06-25	4290	A
USGS	08279500	1915-06-26	3880	A
USGS	08279500	1915-06-27	3490	A
USGS	08279500	1915-06-28	3110	A
USGS	08279500	1915-06-29	2750	A
USGS	08279500	1915-06-30	2520	A
USGS	08279500	1915-07-01	2190	A
USGS	08279500	1915-07-02	1940	A
USGS	08279500	1915-07-03	1760	A
USGS	08279500	1915-07-04	1620	A
USGS	08279500	1915-07-05	1450	A
USGS	08279500	1915-07-06	1370	A
USGS	08279500	1915-07-07	1250	A
USGS	08279500	1915-07-08	1140	A
USGS	08279500	1915-07-09	1040	A
USGS	08279500	1915-07-10	935	A
USGS	08279500	1915-07-11	858	A
USGS	08279500	1915-07-12	782	A
USGS	08279500	1915-07-13	738	A
USGS	08279500	1915-07-14	706	A
USGS	08279500	1915-07-15	665	A
USGS	08279500	1915-07-16	605	A
USGS	08279500	1915-07-17	586	A
USGS	08279500	1915-07-18	542	A
USGS	08279500	1915-07-19	519	A
USGS	08279500	1915-07-20	494	A
USGS	08279500	1915-07-21	510	A
USGS	08279500	1915-07-22	474	A
USGS	08279500	1915-07-23	519	A
USGS	08279500	1915-07-24	502	A
USGS	08279500	1915-07-25	568	A
USGS	08279500	1915-07-26	546	A
USGS	08279500	1915-07-27	600	A
USGS	08279500	1915-07-28	630	A
USGS	08279500	1915-07-29	2300	A
USGS	08279500	1915-07-30	3300	A
USGS	08279500	1915-07-31	2750	A
USGS	08279500	1915-08-01	2300	A
USGS	08279500	1915-08-02	1990	A
USGS	08279500	1915-08-03	1660	A
USGS	08279500	1915-08-04	1410	A
USGS	08279500	1915-08-05	1180	A
USGS	08279500	1915-08-06	1000	A
USGS	08279500	1915-08-07	870	A
USGS	08279500	1915-08-08	816	A
USGS	08279500	1915-08-09	822	A
USGS	08279500	1915-08-10	695	A
USGS	08279500	1915-08-11	665	A
USGS	08279500	1915-08-12	645	A
USGS	08279500	1915-08-13	615	A
USGS	08279500	1915-08-14	578	A
USGS	08279500	1915-08-15	542	A
USGS	08279500	1915-08-16	537	A
USGS	08279500	1915-08-17	510	A
USGS	08279500	1915-08-18	478	A
USGS	08279500	1915-08-19	454	A
USGS	08279500	1915-08-20	438	A
USGS	08279500	1915-08-21	442	A
USGS	08279500	1915-08-22	438	A
USGS	08279500	1915-08-23	406	A
USGS	08279500	1915-08-24	438	A
USGS	08279500	1915-08-25	430	A
USGS	08279500	1915-08-26	409	A
USGS	08279500	1915-08-27	384	A
USGS	08279500	1915-08-28	378	A
USGS	08279500	1915-08-29	610	A
USGS	08279500	1915-08-30	502	A
USGS	08279500	1915-08-31	454	A
USGS	08279500	1915-09-01	446	A
USGS	08279500	1915-09-02	430	A
USGS	08279500	1915-09-03	406	A
USGS	08279500	1915-09-04	423	A
USGS	08279500	1915-09-05	470	A
USGS	08279500	1915-09-06	450	A
USGS	08279500	1915-09-07	426	A
USGS	08279500	1915-09-08	416	A
USGS	08279500	1915-09-09	416	A
USGS	08279500	1915-09-10	442	A
USGS	08279500	1915-09-11	454	A
USGS	08279500	1915-09-12	450	A
USGS	08279500	1915-09-13	434	A
USGS	08279500	1915-09-14	442	A
USGS	08279500	1915-09-15	458	A
USGS	08279500	1915-09-16	482	A
USGS	08279500	1915-09-17	519	A
USGS	08279500	1915-09-18	542	A
USGS	08279500	1915-09-19	560	A
USGS	08279500	1915-09-20	568	A
USGS	08279500	1915-09-21	568	A
USGS	08279500	1915-09-22	537	A
USGS	08279500	1915-09-23	524	A
USGS	08279500	1915-09-24	494	A
USGS	08279500	1915-09-25	466	A
USGS	08279500	1915-09-26	466	A
USGS	08279500	1915-09-27	438	A
USGS	08279500	1915-09-28	412	A
USGS	08279500	1915-09-29	409	A
USGS	08279500	1915-09-30	690	A
USGS	08279500	1915-10-01	685	A
USGS	08279500	1915-10-02	625	A
USGS	08279500	1915-10-03	620	A
USGS	08279500	1915-10-04	615	A
USGS	08279500	1915-10-05	600	A
USGS	08279500	1915-10-06	586	A
USGS	08279500	1915-10-07	555	A
USGS	08279500	1915-10-08	524	A
USGS	08279500	1915-10-09	486	A
USGS	08279500	1915-10-10	474	A
USGS	08279500	1915-10-11	450	A
USGS	08279500	1915-10-12	423	A
USGS	08279500	1915-10-13	409	A
USGS	08279500	1915-10-14	395	A
USGS	08279500	1915-10-15	412	A
USGS	08279500	1915-10-16	416	A
USGS	08279500	1915-10-17	430	A
USGS	08279500	1915-10-18	438	A
USGS	08279500	1915-10-19	438	A
USGS	08279500	1915-10-20	450	A
USGS	08279500	1915-10-21	462	A
USGS	08279500	1915-10-22	458	A
USGS	08279500	1915-10-23	442	A
USGS	08279500	1915-10-24	442	A
USGS	08279500	1915-10-25	420	A
USGS	08279500	1915-10-26	426	A
USGS	08279500	1915-10-27	450	A
USGS	08279500	1915-10-28	466	A
USGS	08279500	1915-10-29	470	A
USGS	08279500	1915-10-30	478	A
USGS	08279500	1915-10-31	482	A
USGS	08279500	1915-11-01	498	A
USGS	08279500	1915-11-02	498	A
USGS	08279500	1915-11-03	486	A
USGS	08279500	1915-11-04	502	A
USGS	08279500	1915-11-05	494	A
USGS	08279500	1915-11-06	482	A
USGS	08279500	1915-11-07	478	A
USGS	08279500	1915-11-08	458	A
USGS	08279500	1915-11-09	426	A
USGS	08279500	1915-11-10	423	A
USGS	08279500	1915-11-11	438	A
USGS	08279500	1915-11-12	423	A
USGS	08279500	1915-11-13	426	A
USGS	08279500	1915-11-14	430	A
USGS	08279500	1915-11-15	430	A
USGS	08279500	1915-11-16	420	A
USGS	08279500	1915-11-17	410	A
USGS	08279500	1915-11-18	400	A
USGS	08279500	1915-11-19	430	A
USGS	08279500	1915-11-20	486	A
USGS	08279500	1915-11-21	537	A
USGS	08279500	1915-11-22	615	A
USGS	08279500	1915-11-23	680	A
USGS	08279500	1915-11-24	744	A
USGS	08279500	1915-11-25	766	A
USGS	08279500	1915-11-26	660	A
USGS	08279500	1915-11-27	578	A
USGS	08279500	1915-11-28	528	A
USGS	08279500	1915-11-29	466	A
USGS	08279500	1915-11-30	423	A
USGS	08279500	1915-12-01	412	A
USGS	08279500	1915-12-02	546	A
USGS	08279500	1915-12-03	560	A
USGS	08279500	1915-12-04	537	A
USGS	08279500	1915-12-05	586	A
USGS	08279500	1915-12-06	620	A
USGS	08279500	1915-12-07	591	A
USGS	08279500	1915-12-08	615	A
USGS	08279500	1915-12-09	600	A
USGS	08279500	1915-12-10	586	A
USGS	08279500	1915-12-11	582	A
USGS	08279500	1915-12-12	542	A
USGS	08279500	1915-12-13	514	A
USGS	08279500	1915-12-14	498	A
USGS	08279500	1915-12-15	532	A
USGS	08279500	1915-12-16	524	A
USGS	08279500	1915-12-17	462	A
USGS	08279500	1915-12-18	423	A
USGS	08279500	1915-12-19	446	A
USGS	08279500	1915-12-20	446	A
USGS	08279500	1915-12-21	434	A
USGS	08279500	1915-12-22	438	A
USGS	08279500	1915-12-23	458	A
USGS	08279500	1915-12-24	478	A
USGS	08279500	1915-12-25	462	A
USGS	08279500	1915-12-26	446	A
USGS	08279500	1915-12-27	466	A
USGS	08279500	1915-12-28	438	A
USGS	08279500	1915-12-29	370	A
USGS	08279500	1915-12-30	474	A
USGS	08279500	1915-12-31	482	A
USGS	08279500	1916-01-01	474	A
USGS	08279500	1916-01-02	462	A
USGS	08279500	1916-01-03	450	A
USGS	08279500	1916-01-04	462	A
USGS	08279500	1916-01-05	470	A
USGS	08279500	1916-01-06	474	A
USGS	08279500	1916-01-07	470	A
USGS	08279500	1916-01-08	462	A
USGS	08279500	1916-01-09	478	A
USGS	08279500	1916-01-10	490	A
USGS	08279500	1916-01-11	502	A
USGS	08279500	1916-01-12	490	A
USGS	08279500	1916-01-13	466	A
USGS	08279500	1916-01-14	446	A
USGS	08279500	1916-01-15	474	A
USGS	08279500	1916-01-16	490	A
USGS	08279500	1916-01-17	490	A
USGS	08279500	1916-01-18	506	A
USGS	08279500	1916-01-19	788	A
USGS	08279500	1916-01-20	610	A
USGS	08279500	1916-01-21	546	A
USGS	08279500	1916-01-22	510	A
USGS	08279500	1916-01-23	498	A
USGS	08279500	1916-01-24	519	A
USGS	08279500	1916-01-25	519	A
USGS	08279500	1916-01-26	519	A
USGS	08279500	1916-01-27	510	A
USGS	08279500	1916-01-28	519	A
USGS	08279500	1916-01-29	542	A
USGS	08279500	1916-01-30	524	A
USGS	08279500	1916-01-31	478	A
USGS	08279500	1916-02-01	490	A
USGS	08279500	1916-02-02	532	A
USGS	08279500	1916-02-03	532	A
USGS	08279500	1916-02-04	519	A
USGS	08279500	1916-02-05	510	A
USGS	08279500	1916-02-06	506	A
USGS	08279500	1916-02-07	519	A
USGS	08279500	1916-02-08	550	A
USGS	08279500	1916-02-09	586	A
USGS	08279500	1916-02-10	578	A
USGS	08279500	1916-02-11	586	A
USGS	08279500	1916-02-12	630	A
USGS	08279500	1916-02-13	650	A
USGS	08279500	1916-02-14	620	A
USGS	08279500	1916-02-15	630	A
USGS	08279500	1916-02-16	685	A
USGS	08279500	1916-02-17	680	A
USGS	08279500	1916-02-18	690	A
USGS	08279500	1916-02-19	700	A
USGS	08279500	1916-02-20	716	A
USGS	08279500	1916-02-21	722	A
USGS	08279500	1916-02-22	744	A
USGS	08279500	1916-02-23	750	A
USGS	08279500	1916-02-24	782	A
USGS	08279500	1916-02-25	772	A
USGS	08279500	1916-02-26	799	A
USGS	08279500	1916-02-27	788	A
USGS	08279500	1916-02-28	782	A
USGS	08279500	1916-02-29	755	A
USGS	08279500	1916-03-01	750	A
USGS	08279500	1916-03-02	706	A
USGS	08279500	1916-03-03	660	A
USGS	08279500	1916-03-04	695	A
USGS	08279500	1916-03-05	716	A
USGS	08279500	1916-03-06	690	A
USGS	08279500	1916-03-07	690	A
USGS	08279500	1916-03-08	722	A
USGS	08279500	1916-03-09	744	A
USGS	08279500	1916-03-10	766	A
USGS	08279500	1916-03-11	804	A
USGS	08279500	1916-03-12	852	A
USGS	08279500	1916-03-13	928	A
USGS	08279500	1916-03-14	1040	A
USGS	08279500	1916-03-15	1070	A
USGS	08279500	1916-03-16	1100	A
USGS	08279500	1916-03-17	1180	A
USGS	08279500	1916-03-18	1210	A
USGS	08279500	1916-03-19	1250	A
USGS	08279500	1916-03-20	1330	A
USGS	08279500	1916-03-21	1410	A
USGS	08279500	1916-03-22	1580	A
USGS	08279500	1916-03-23	1660	A
USGS	08279500	1916-03-24	1800	A
USGS	08279500	1916-03-25	1760	A
USGS	08279500	1916-03-26	1530	A
USGS	08279500	1916-03-27	1370	A
USGS	08279500	1916-03-28	1290	A
USGS	08279500	1916-03-29	1290	A
USGS	08279500	1916-03-30	1330	A
USGS	08279500	1916-03-31	1290	A
USGS	08279500	1916-04-01	1290	A
USGS	08279500	1916-04-02	1290	A
USGS	08279500	1916-04-03	1290	A
USGS	08279500	1916-04-04	1370	A
USGS	08279500	1916-04-05	1290	A
USGS	08279500	1916-04-06	1210	A
USGS	08279500	1916-04-07	1180	A
USGS	08279500	1916-04-08	1140	A
USGS	08279500	1916-04-09	1040	A
USGS	08279500	1916-04-10	1040	A
USGS	08279500	1916-04-11	1070	A
USGS	08279500	1916-04-12	1070	A
USGS	08279500	1916-04-13	1070	A
USGS	08279500	1916-04-14	1100	A
USGS	08279500	1916-04-15	1140	A
USGS	08279500	1916-04-16	1250	A
USGS	08279500	1916-04-17	1330	A
USGS	08279500	1916-04-18	1530	A
USGS	08279500	1916-04-19	1580	A
USGS	08279500	1916-04-20	1490	A
USGS	08279500	1916-04-21	1530	A
USGS	08279500	1916-04-22	1530	A
USGS	08279500	1916-04-23	1530	A
USGS	08279500	1916-04-24	1660	A
USGS	08279500	1916-04-25	1990	A
USGS	08279500	1916-04-26	2360	A
USGS	08279500	1916-04-27	2690	A
USGS	08279500	1916-04-28	2990	A
USGS	08279500	1916-04-29	3300	A
USGS	08279500	1916-04-30	3750	A
USGS	08279500	1916-05-01	4010	A
USGS	08279500	1916-05-02	4010	A
USGS	08279500	1916-05-03	3360	A
USGS	08279500	1916-05-04	2930	A
USGS	08279500	1916-05-05	2750	A
USGS	08279500	1916-05-06	2990	A
USGS	08279500	1916-05-07	3880	A
USGS	08279500	1916-05-08	4990	A
USGS	08279500	1916-05-09	6360	A
USGS	08279500	1916-05-10	7240	A
USGS	08279500	1916-05-11	7890	A
USGS	08279500	1916-05-12	8280	A
USGS	08279500	1916-05-13	8420	A
USGS	08279500	1916-05-14	7890	A
USGS	08279500	1916-05-15	7370	A
USGS	08279500	1916-05-16	6590	A
USGS	08279500	1916-05-17	5590	A
USGS	08279500	1916-05-18	4570	A
USGS	08279500	1916-05-19	4430	A
USGS	08279500	1916-05-20	4150	A
USGS	08279500	1916-05-21	3880	A
USGS	08279500	1916-05-22	3750	A
USGS	08279500	1916-05-23	3170	A
USGS	08279500	1916-05-24	2990	A
USGS	08279500	1916-05-25	3050	A
USGS	08279500	1916-05-26	3050	A
USGS	08279500	1916-05-27	3110	A
USGS	08279500	1916-05-28	3110	A
USGS	08279500	1916-05-29	2870	A
USGS	08279500	1916-05-30	2810	A
USGS	08279500	1916-05-31	2810	A
USGS	08279500	1916-06-01	2810	A
USGS	08279500	1916-06-02	2810	A
USGS	08279500	1916-06-03	2750	A
USGS	08279500	1916-06-04	2690	A
USGS	08279500	1916-06-05	2750	A
USGS	08279500	1916-06-06	2870	A
USGS	08279500	1916-06-07	3110	A
USGS	08279500	1916-06-08	2930	A
USGS	08279500	1916-06-09	2750	A
USGS	08279500	1916-06-10	2690	A
USGS	08279500	1916-06-11	2990	A
USGS	08279500	1916-06-12	3490	A
USGS	08279500	1916-06-13	3880	A
USGS	08279500	1916-06-14	4010	A
USGS	08279500	1916-06-15	3880	A
USGS	08279500	1916-06-16	3750	A
USGS	08279500	1916-06-17	3630	A
USGS	08279500	1916-06-18	3620	A
USGS	08279500	1916-06-19	3620	A
USGS	08279500	1916-06-20	3750	A
USGS	08279500	1916-06-21	3620	A
USGS	08279500	1916-06-22	3620	A
USGS	08279500	1916-06-23	3420	A
USGS	08279500	1916-06-24	3050	A
USGS	08279500	1916-06-25	2750	A
USGS	08279500	1916-06-26	2410	A
USGS	08279500	1916-06-27	2090	A
USGS	08279500	1916-06-28	1840	A
USGS	08279500	1916-06-29	1660	A
USGS	08279500	1916-06-30	1450	A
USGS	08279500	1916-07-01	1370	A
USGS	08279500	1916-07-02	1290	A
USGS	08279500	1916-07-03	1210	A
USGS	08279500	1916-07-04	1140	A
USGS	08279500	1916-07-05	1100	A
USGS	08279500	1916-07-06	1070	A
USGS	08279500	1916-07-07	1000	A
USGS	08279500	1916-07-08	850	A
